cod_curso,curso,duracao,cliente,importe_cliente,professor,importe_professor,data_curso,turno,comercial,importe_comercial,pagamento_cliente,pais,cidade,pagamento_comercial
CÓD-269,WORD,15,CLIENTE-007, 900.00 € ,PROFESSOR-004, 180.00 € ,03/07/2019,TARDE,COMERCIAL-002, 108.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-270,WORD,20,CLIENTE-006, 500.00 € ,PROFESSOR-005, 240.00 € ,16/05/2020,TARDE,COMERCIAL-004, 35.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-271,EXCEL,25,CLIENTE-005, 750.00 € ,PROFESSOR-002, 300.00 € ,12/04/2020,NOITE,COMERCIAL-001, 60.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-272,ACCESS,30,CLIENTE-008, 900.00 € ,PROFESSOR-001, 360.00 € ,28/10/2020,NOITE,COMERCIAL-003, 72.00 € ,SIM,ESPANHA,VALÊNCIA,NÃO
CÓD-273,WORD,40,CLIENTE-008," 1,200.00 € ",PROFESSOR-004, 480.00 € ,11/04/2021,NOITE,COMERCIAL-003, 96.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-274,WORD,35,CLIENTE-007, 875.00 € ,PROFESSOR-005, 420.00 € ,01/07/2020,NOITE,COMERCIAL-002, 43.75 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-275,WORD,45,CLIENTE-005," 1,125.00 € ",PROFESSOR-002, 540.00 € ,18/07/2020,NOITE,COMERCIAL-004, 56.25 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-276,EXCEL,18,CLIENTE-003, 450.00 € ,PROFESSOR-001, 216.00 € ,04/08/2021,TARDE,COMERCIAL-001, 22.50 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-277,EXCEL,10,CLIENTE-005, 250.00 € ,PROFESSOR-004, 120.00 € ,08/10/2020,MANHÃ,COMERCIAL-002, 12.50 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-278,EXCEL,12,CLIENTE-004, 300.00 € ,PROFESSOR-005, 144.00 € ,03/12/2019,TARDE,COMERCIAL-004, 15.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-279,INTERNET,15,CLIENTE-003," 1,125.00 € ",PROFESSOR-002, 180.00 € ,19/05/2019,MANHÃ,COMERCIAL-001, 168.75 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-280,WINDOWS,25,CLIENTE-005," 1,500.00 € ",PROFESSOR-001, 300.00 € ,27/10/2020,MANHÃ,COMERCIAL-003, 180.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-281,DESIGN,15,CLIENTE-003, 900.00 € ,PROFESSOR-004, 180.00 € ,21/08/2020,MANHÃ,COMERCIAL-002, 108.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-282,DESIGN,10,CLIENTE-004, 600.00 € ,PROFESSOR-003, 120.00 € ,24/09/2020,MANHÃ,COMERCIAL-004, 72.00 € ,NÃO,ESPANHA,MADRI,SIM
CÓD-283,ACCESS,12,CLIENTE-003, 480.00 € ,PROFESSOR-002, 144.00 € ,02/05/2020,TARDE,COMERCIAL-003, 48.00 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-284,ACCESS,15,CLIENTE-006, 600.00 € ,PROFESSOR-001, 180.00 € ,09/01/2021,TARDE,COMERCIAL-002, 60.00 € ,NÃO,FRANÇA,MARSELHA,SIM
CÓD-285,ACCESS,25,CLIENTE-004," 1,000.00 € ",PROFESSOR-004, 300.00 € ,28/06/2020,TARDE,COMERCIAL-004, 100.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-286,ACCESS,15,CLIENTE-007, 600.00 € ,PROFESSOR-005, 180.00 € ,30/09/2020,NOITE,COMERCIAL-001, 60.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-287,EXCEL,20,CLIENTE-005, 600.00 € ,PROFESSOR-002, 240.00 € ,03/12/2019,NOITE,COMERCIAL-003, 48.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-288,EXCEL,20,CLIENTE-006, 600.00 € ,PROFESSOR-001, 240.00 € ,20/10/2021,NOITE,COMERCIAL-002, 48.00 € ,SIM,FRANÇA,PARIS,SIM
CÓD-289,EXCEL,30,CLIENTE-008, 900.00 € ,PROFESSOR-004, 360.00 € ,14/09/2019,NOITE,COMERCIAL-004, 72.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-290,WORD,35,CLIENTE-003, 875.00 € ,PROFESSOR-005, 420.00 € ,25/05/2021,NOITE,COMERCIAL-001, 61.25 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-291,WORD,40,CLIENTE-005," 1,000.00 € ",PROFESSOR-002, 480.00 € ,25/07/2020,TARDE,COMERCIAL-002, 70.00 € ,SIM,FRANÇA,PARIS,SIM
CÓD-292,WORD,40,CLIENTE-006," 1,000.00 € ",PROFESSOR-001, 480.00 € ,06/07/2020,NOITE,COMERCIAL-004, 70.00 € ,SIM,FRANÇA,PARIS,SIM
CÓD-293,WORD,35,CLIENTE-004, 875.00 € ,PROFESSOR-004, 420.00 € ,21/08/2021,NOITE,COMERCIAL-001, 61.25 € ,SIM,ESPANHA,MADRI,SIM
CÓD-294,EXCEL,10,CLIENTE-007, 300.00 € ,PROFESSOR-003, 120.00 € ,15/02/2021,NOITE,COMERCIAL-003, 24.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-295,ACCESS,12,CLIENTE-007, 480.00 € ,PROFESSOR-002, 144.00 € ,31/01/2019,TARDE,COMERCIAL-002, 48.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-296,WORD,15,CLIENTE-006, 375.00 € ,PROFESSOR-001, 180.00 € ,30/03/2021,TARDE,COMERCIAL-004, 26.25 € ,SIM,FRANÇA,PARIS,SIM
CÓD-297,WORD,25,CLIENTE-005, 625.00 € ,PROFESSOR-001, 300.00 € ,02/08/2021,TARDE,COMERCIAL-003, 43.75 € ,SIM,FRANÇA,PARIS,SIM
CÓD-298,WORD,15,CLIENTE-008, 375.00 € ,PROFESSOR-004, 180.00 € ,10/04/2021,TARDE,COMERCIAL-002, 26.25 € ,SIM,ESPANHA,MADRI,SIM
CÓD-299,EXCEL,10,CLIENTE-003, 300.00 € ,PROFESSOR-005, 120.00 € ,07/06/2021,NOITE,COMERCIAL-004, 24.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-300,EXCEL,12,CLIENTE-005, 360.00 € ,PROFESSOR-002, 144.00 € ,10/09/2021,NOITE,COMERCIAL-001, 28.80 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-301,EXCEL,15,CLIENTE-003, 450.00 € ,PROFESSOR-001, 180.00 € ,26/12/2021,NOITE,COMERCIAL-002, 36.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-302,INTERNET,25,CLIENTE-004, 625.00 € ,PROFESSOR-004, 300.00 € ,05/04/2019,NOITE,COMERCIAL-004, 31.25 € ,NÃO,ESPANHA,MADRI,SIM
CÓD-303,WINDOWS,15,CLIENTE-003, 375.00 € ,PROFESSOR-003, 180.00 € ,02/06/2019,NOITE,COMERCIAL-001, 18.75 € ,SIM,ITÁLIA,ROMA,NÃO
CÓD-304,WINDOWS,20,CLIENTE-006, 500.00 € ,PROFESSOR-002, 240.00 € ,16/07/2019,TARDE,COMERCIAL-003, 25.00 € ,SIM,FRANÇA,PARIS,SIM
CÓD-305,WINDOWS,20,CLIENTE-004, 500.00 € ,PROFESSOR-001, 240.00 € ,19/06/2020,MANHÃ,COMERCIAL-002, 25.00 € ,SIM,ESPANHA,MADRI,SIM
CÓD-306,INTERNET,30,CLIENTE-007, 750.00 € ,PROFESSOR-004, 360.00 € ,07/05/2021,TARDE,COMERCIAL-004, 37.50 € ,SIM,ESPANHA,VALLADOLID,SIM
CÓD-307,PROGRAMAÇÃO,35,CLIENTE-005," 2,625.00 € ",PROFESSOR-005, 420.00 € ,03/03/2019,MANHÃ,COMERCIAL-001, 393.75 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-308,DESIGN,40,CLIENTE-006," 2,400.00 € ",PROFESSOR-002, 480.00 € ,31/08/2019,MANHÃ,COMERCIAL-003, 288.00 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-309,DESIGN,40,CLIENTE-008," 2,400.00 € ",PROFESSOR-001, 480.00 € ,11/10/2021,MANHÃ,COMERCIAL-002, 288.00 € ,SIM,ESPANHA,VALLADOLID,SIM
CÓD-310,DESIGN,35,CLIENTE-003," 2,100.00 € ",PROFESSOR-004, 420.00 € ,21/05/2021,MANHÃ,COMERCIAL-004, 252.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-311,ACCESS,45,CLIENTE-005," 1,800.00 € ",PROFESSOR-005, 540.00 € ,17/08/2021,TARDE,COMERCIAL-001, 180.00 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-312,WORD,25,CLIENTE-006, 625.00 € ,PROFESSOR-002, 300.00 € ,23/07/2021,TARDE,COMERCIAL-002, 43.75 € ,SIM,FRANÇA,PARIS,SIM
CÓD-313,WORD,20,CLIENTE-004, 500.00 € ,PROFESSOR-001, 240.00 € ,26/08/2020,MANHÃ,COMERCIAL-004, 35.00 € ,NÃO,ESPANHA,VALLADOLID,SIM
CÓD-314,WORD,10,CLIENTE-007, 250.00 € ,PROFESSOR-003, 120.00 € ,03/01/2019,TARDE,COMERCIAL-001, 17.50 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-315,EXCEL,12,CLIENTE-007, 360.00 € ,PROFESSOR-002, 144.00 € ,01/08/2021,MANHÃ,COMERCIAL-003, 28.80 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-316,EXCEL,15,CLIENTE-006, 450.00 € ,PROFESSOR-001, 180.00 € ,06/01/2019,MANHÃ,COMERCIAL-002, 36.00 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-317,EXCEL,20,CLIENTE-005, 600.00 € ,PROFESSOR-004, 240.00 € ,03/02/2021,MANHÃ,COMERCIAL-004, 48.00 € ,NÃO,FRANÇA,PARIS,SIM
CÓD-318,INTERNET,25,CLIENTE-008, 625.00 € ,PROFESSOR-005, 300.00 € ,30/10/2019,MANHÃ,COMERCIAL-003, 31.25 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-319,WINDOWS,30,CLIENTE-008, 750.00 € ,PROFESSOR-002, 360.00 € ,14/04/2020,TARDE,COMERCIAL-002, 37.50 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-320,WINDOWS,40,CLIENTE-007," 1,000.00 € ",PROFESSOR-001, 480.00 € ,24/06/2019,TARDE,COMERCIAL-004, 50.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-321,WINDOWS,35,CLIENTE-005, 875.00 € ,PROFESSOR-004, 420.00 € ,20/09/2020,TARDE,COMERCIAL-001, 43.75 € ,SIM,FRANÇA,MARSELHA,NÃO
CÓD-322,INTERNET,45,CLIENTE-003," 1,125.00 € ",PROFESSOR-003, 540.00 € ,23/01/2020,TARDE,COMERCIAL-003, 56.25 € ,NÃO,ITÁLIA,ROMA,NÃO
CÓD-323,PROGRAMAÇÃO,18,CLIENTE-005," 1,350.00 € ",PROFESSOR-002, 216.00 € ,11/10/2019,NOITE,COMERCIAL-002, 202.50 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-324,DESIGN,10,CLIENTE-004, 600.00 € ,PROFESSOR-001, 120.00 € ,20/12/2020,NOITE,COMERCIAL-004, 72.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-325,DESIGN,45,CLIENTE-003," 2,700.00 € ",PROFESSOR-004, 540.00 € ,03/07/2021,NOITE,COMERCIAL-001, 324.00 € ,SIM,ITÁLIA,ROMA,NÃO
CÓD-326,DESIGN,25,CLIENTE-005," 1,500.00 € ",PROFESSOR-005, 300.00 € ,07/11/2020,TARDE,COMERCIAL-002, 180.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-327,ACCESS,20,CLIENTE-003, 800.00 € ,PROFESSOR-002, 240.00 € ,12/04/2020,TARDE,COMERCIAL-004, 80.00 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-328,ACCESS,10,CLIENTE-004, 400.00 € ,PROFESSOR-001, 120.00 € ,16/02/2020,TARDE,COMERCIAL-001, 40.00 € ,SIM,ESPANHA,VALÊNCIA,NÃO
CÓD-329,ACCESS,12,CLIENTE-003, 480.00 € ,PROFESSOR-003, 144.00 € ,20/05/2020,TARDE,COMERCIAL-003, 48.00 € ,SIM,ITÁLIA,ROMA,NÃO
CÓD-330,ACCESS,15,CLIENTE-006, 600.00 € ,PROFESSOR-002, 180.00 € ,27/08/2019,NOITE,COMERCIAL-002, 60.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-331,EXCEL,20,CLIENTE-001, 600.00 € ,PROFESSOR-001, 240.00 € ,22/01/2019,NOITE,COMERCIAL-004, 48.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-332,EXCEL,25,CLIENTE-002, 750.00 € ,PROFESSOR-004, 300.00 € ,02/10/2019,NOITE,COMERCIAL-003, 60.00 € ,SIM,ITÁLIA,ROMA,NÃO
CÓD-333,EXCEL,30,CLIENTE-004, 900.00 € ,PROFESSOR-005, 360.00 € ,31/03/2020,NOITE,COMERCIAL-002, 72.00 € ,SIM,ESPANHA,VALLADOLID,SIM
CÓD-334,WORD,40,CLIENTE-003," 1,000.00 € ",PROFESSOR-002, 480.00 € ,24/04/2019,NOITE,COMERCIAL-004, 70.00 € ,SIM,ITÁLIA,ROMA,SIM
CÓD-335,WORD,35,CLIENTE-005, 875.00 € ,PROFESSOR-001, 420.00 € ,27/07/2021,TARDE,COMERCIAL-001, 61.25 € ,SIM,FRANÇA,MARSELHA,NÃO
CÓD-336,WORD,12,CLIENTE-003, 300.00 € ,PROFESSOR-004, 144.00 € ,11/04/2021,MANHÃ,COMERCIAL-003, 21.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-337,WORD,15,CLIENTE-004, 375.00 € ,PROFESSOR-003, 180.00 € ,11/12/2020,TARDE,COMERCIAL-002, 26.25 € ,NÃO,ESPANHA,VALLADOLID,SIM
CÓD-338,EXCEL,25,CLIENTE-003, 750.00 € ,PROFESSOR-002, 300.00 € ,24/07/2020,MANHÃ,COMERCIAL-004, 60.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-339,ACCESS,15,CLIENTE-006, 600.00 € ,PROFESSOR-001, 180.00 € ,11/07/2019,MANHÃ,COMERCIAL-001, 60.00 € ,NÃO,FRANÇA,MARSELHA,SIM
CÓD-340,WORD,20,CLIENTE-004, 500.00 € ,PROFESSOR-004, 240.00 € ,18/05/2020,MANHÃ,COMERCIAL-002, 35.00 € ,NÃO,ESPANHA,VALLADOLID,SIM
CÓD-341,WORD,20,CLIENTE-007, 500.00 € ,PROFESSOR-005, 240.00 € ,03/10/2021,MANHÃ,COMERCIAL-004, 35.00 € ,SIM,ESPANHA,VALLADOLID,SIM
CÓD-342,WORD,30,CLIENTE-005, 750.00 € ,PROFESSOR-002, 360.00 € ,21/08/2019,TARDE,COMERCIAL-001, 52.50 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-343,EXCEL,35,CLIENTE-006," 1,050.00 € ",PROFESSOR-001, 420.00 € ,24/03/2020,TARDE,COMERCIAL-003, 84.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-344,EXCEL,40,CLIENTE-001," 1,200.00 € ",PROFESSOR-004, 480.00 € ,04/05/2020,TARDE,COMERCIAL-002, 96.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-345,EXCEL,40,CLIENTE-002," 1,200.00 € ",PROFESSOR-005, 480.00 € ,01/02/2020,TARDE,COMERCIAL-004, 96.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-346,INTERNET,35,CLIENTE-004, 875.00 € ,PROFESSOR-002, 420.00 € ,11/10/2019,NOITE,COMERCIAL-003, 43.75 € ,NÃO,ESPANHA,VALÊNCIA,SIM
CÓD-347,WINDOWS,45,CLIENTE-003," 1,125.00 € ",PROFESSOR-001, 540.00 € ,10/12/2021,NOITE,COMERCIAL-002, 56.25 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-348,WINDOWS,25,CLIENTE-005, 625.00 € ,PROFESSOR-004, 300.00 € ,06/07/2021,NOITE,COMERCIAL-004, 31.25 € ,NÃO,FRANÇA,MARSELHA,SIM
CÓD-349,WINDOWS,20,CLIENTE-003, 500.00 € ,PROFESSOR-003, 240.00 € ,14/09/2020,TARDE,COMERCIAL-001, 25.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-350,INTERNET,10,CLIENTE-004, 250.00 € ,PROFESSOR-002, 120.00 € ,16/04/2019,TARDE,COMERCIAL-002, 12.50 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-351,PROGRAMAÇÃO,12,CLIENTE-003, 900.00 € ,PROFESSOR-004, 144.00 € ,16/01/2021,TARDE,COMERCIAL-004, 135.00 € ,NÃO,ITÁLIA,ROMA,SIM
CÓD-352,DESIGN,15,CLIENTE-006, 900.00 € ,PROFESSOR-003, 180.00 € ,02/05/2019,TARDE,COMERCIAL-001, 108.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-353,DESIGN,20,CLIENTE-004," 1,200.00 € ",PROFESSOR-002, 240.00 € ,15/10/2019,NOITE,COMERCIAL-003, 144.00 € ,SIM,ESPANHA,VALÊNCIA,NÃO
CÓD-354,DESIGN,25,CLIENTE-007," 1,500.00 € ",PROFESSOR-001, 300.00 € ,15/06/2019,NOITE,COMERCIAL-002, 180.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-355,ACCESS,30,CLIENTE-005," 1,200.00 € ",PROFESSOR-004, 360.00 € ,23/04/2019,NOITE,COMERCIAL-004, 120.00 € ,SIM,FRANÇA,MARSELHA,SIM
CÓD-356,ACCESS,40,CLIENTE-006," 1,600.00 € ",PROFESSOR-005, 480.00 € ,05/06/2019,NOITE,COMERCIAL-003, 160.00 € ,SIM,FRANÇA,MARSELHA,NÃO
CÓD-357,ACCESS,35,CLIENTE-008," 1,400.00 € ",PROFESSOR-002, 420.00 € ,11/12/2019,NOITE,COMERCIAL-002, 140.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-358,ACCESS,45,CLIENTE-003," 1,800.00 € ",PROFESSOR-001, 540.00 € ,15/05/2019,TARDE,COMERCIAL-004, 180.00 € ,SIM,ITÁLIA,MILÃO,SIM
CÓD-359,EXCEL,18,CLIENTE-005, 540.00 € ,PROFESSOR-004, 216.00 € ,05/09/2019,NOITE,COMERCIAL-001, 43.20 € ,SIM,FRANÇA,MARSELHA,NÃO
CÓD-360,EXCEL,10,CLIENTE-006, 300.00 € ,PROFESSOR-005, 120.00 € ,03/06/2020,NOITE,COMERCIAL-003, 24.00 € ,SIM,FRANÇA,MARSELHA,NÃO
CÓD-361,EXCEL,45,CLIENTE-004," 1,350.00 € ",PROFESSOR-002, 540.00 € ,13/07/2021,NOITE,COMERCIAL-002, 108.00 € ,SIM,ESPANHA,VALÊNCIA,SIM
CÓD-362,WORD,25,CLIENTE-007, 625.00 € ,PROFESSOR-001, 300.00 € ,01/04/2021,TARDE,COMERCIAL-004, 43.75 € ,SIM,ESPANHA,VALÊNCIA,SIM
